subset,relpath,env,move_label,act_label,composite_label,split
C_fusion,C_fusion/BACKWARD_ATTACK_07_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_07_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_07_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_07_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_08_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_08_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_08_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_08_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_09_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_09_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_09_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,val
C_fusion,C_fusion/BACKWARD_ATTACK_09_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_10_E1.mp4,BrightQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_10_E2.mp4,BrightFan,BACKWARD,ATTACK,BACKWARD+ATTACK,train
C_fusion,C_fusion/BACKWARD_ATTACK_10_E3.mp4,DimQuiet,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_ATTACK_10_E4.mp4,DimFan,BACKWARD,ATTACK,BACKWARD+ATTACK,test
C_fusion,C_fusion/BACKWARD_DEFEND_01_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_01_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_01_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_01_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_02_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_02_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_02_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_02_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_03_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_03_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_03_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_03_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_04_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_04_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_04_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_04_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_05_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_05_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_05_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_05_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_06_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_06_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_06_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_06_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_07_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_07_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_07_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_07_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_08_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_08_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_08_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_08_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_09_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,test
C_fusion,C_fusion/BACKWARD_DEFEND_09_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_09_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_09_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_10_E1.mp4,BrightQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/BACKWARD_DEFEND_10_E2.mp4,BrightFan,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_10_E3.mp4,DimQuiet,BACKWARD,DEFEND,BACKWARD+DEFEND,val
C_fusion,C_fusion/BACKWARD_DEFEND_10_E4.mp4,DimFan,BACKWARD,DEFEND,BACKWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_ATTACK_01_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_01_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_01_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_01_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_02_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_02_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_02_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_02_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_03_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_03_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_03_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_03_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_04_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_04_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_04_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_04_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_05_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_ATTACK_05_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_05_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_05_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_06_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_ATTACK_06_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_06_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_ATTACK_06_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_ATTACK_07_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_ATTACK_07_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_07_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_07_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_08_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_08_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_08_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_08_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_09_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_ATTACK_09_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_ATTACK_09_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_09_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_10_E1.mp4,BrightQuiet,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_10_E2.mp4,BrightFan,FORWARD,ATTACK,FORWARD+ATTACK,train
C_fusion,C_fusion/FORWARD_ATTACK_10_E3.mp4,DimQuiet,FORWARD,ATTACK,FORWARD+ATTACK,test
C_fusion,C_fusion/FORWARD_ATTACK_10_E4.mp4,DimFan,FORWARD,ATTACK,FORWARD+ATTACK,val
C_fusion,C_fusion/FORWARD_DEFEND_01_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_01_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_01_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_01_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/FORWARD_DEFEND_02_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_02_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_02_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_02_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_03_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_03_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_03_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_03_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_04_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_04_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_04_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_04_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_05_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_05_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/FORWARD_DEFEND_05_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_05_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/FORWARD_DEFEND_06_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_06_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_06_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/FORWARD_DEFEND_06_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/FORWARD_DEFEND_07_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_07_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_07_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_07_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_08_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_08_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_08_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_08_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,val
C_fusion,C_fusion/FORWARD_DEFEND_09_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/FORWARD_DEFEND_09_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/FORWARD_DEFEND_09_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_09_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_10_E1.mp4,BrightQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_10_E2.mp4,BrightFan,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_10_E3.mp4,DimQuiet,FORWARD,DEFEND,FORWARD+DEFEND,train
C_fusion,C_fusion/FORWARD_DEFEND_10_E4.mp4,DimFan,FORWARD,DEFEND,FORWARD+DEFEND,test
C_fusion,C_fusion/LEFT_ATTACK_01_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_01_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_01_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_01_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_02_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_02_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_02_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_02_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_03_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_03_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_03_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_03_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_04_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_04_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_04_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_04_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_05_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_05_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_05_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_05_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_06_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_06_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_06_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_06_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_07_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_07_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_07_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_07_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_08_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_08_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_08_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_08_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,test
C_fusion,C_fusion/LEFT_ATTACK_09_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_09_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_09_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_09_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_10_E1.mp4,BrightQuiet,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_10_E2.mp4,BrightFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_ATTACK_10_E3.mp4,DimQuiet,LEFT,ATTACK,LEFT+ATTACK,val
C_fusion,C_fusion/LEFT_ATTACK_10_E4.mp4,DimFan,LEFT,ATTACK,LEFT+ATTACK,train
C_fusion,C_fusion/LEFT_DEFEND_01_E1.mp4,BrightQuiet,LEFT,DEFEND,LEFT+DEFEND,train
C_fusion,C_fusion/LEFT_DEFEND_01_E2.mp4,BrightFan,LEFT,DEFEND,LEFT+DEFEND,train
C_fusion,C_fusion/LEFT_DEFEND_01_E3.mp4,DimQuiet,LEFT,DEFEND,LEFT+DEFEND,train
C_fusion,C_fusion/LEFT_DEFEND_01_E4.mp4,DimFan,LEFT,DEFEND,LEFT+DEFEND,train
